setid,Temperature (K),Pressure (kPa),Wavelength (nm),Refractive index (Na D-line),reference,phases,IL_ID,IL_SMILES,IL_name,IL_cation_SMILES,IL_anion_SMILES,IL_component_number,Record_ID,Contains_Metal,Standardized_IL_SMILES,Changes
xTiOW,298.15,101.3,,1.43381,Srinivasa Reddy et al. (2016b),Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5948,False,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
xTiOW,308.15,101.3,,1.43081,Srinivasa Reddy et al. (2016b),Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5949,False,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
xTiOW,318.15,101.3,,1.42719,Srinivasa Reddy et al. (2016b),Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5950,False,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
xTiOW,328.15,101.3,,1.4244,Srinivasa Reddy et al. (2016b),Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5951,False,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
slCPu,298.15,100.0,,1.47907,Srinivasa Reddy et al. (2016c),Liquid,AAtWDT,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium ethyl sulfate,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],2,5952,False,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],No changes
slCPu,308.15,100.0,,1.47645,Srinivasa Reddy et al. (2016c),Liquid,AAtWDT,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium ethyl sulfate,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],2,5953,False,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],No changes
slCPu,318.15,100.0,,1.47374,Srinivasa Reddy et al. (2016c),Liquid,AAtWDT,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium ethyl sulfate,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],2,5954,False,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],No changes
slCPu,328.15,100.0,,1.47112,Srinivasa Reddy et al. (2016c),Liquid,AAtWDT,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium ethyl sulfate,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],2,5955,False,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],No changes
qWuve,293.15,101.325,,1.42351,Tariq et al. (2009),Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5956,False,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
qWuve,298.15,101.325,,1.42251,Tariq et al. (2009),Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5957,False,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
qWuve,313.15,101.325,,1.41849,Tariq et al. (2009),Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5958,False,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
qWuve,333.15,101.325,,1.41346,Tariq et al. (2009),Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5959,False,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
hvshK,293.15,101.325,,1.42853,Tariq et al. (2009),Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5960,False,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
hvshK,298.15,101.325,,1.42653,Tariq et al. (2009),Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5961,False,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
hvshK,313.15,101.325,,1.42251,Tariq et al. (2009),Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5962,False,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
hvshK,333.15,101.325,,1.41648,Tariq et al. (2009),Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5963,False,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
pSEvt,293.15,101.325,,1.43155,Tariq et al. (2009),Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5964,False,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
pSEvt,298.15,101.325,,1.42954,Tariq et al. (2009),Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5965,False,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
pSEvt,313.15,101.325,,1.42552,Tariq et al. (2009),Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5966,False,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
pSEvt,333.15,101.325,,1.4205,Tariq et al. (2009),Liquid,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,5967,False,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
qJScn,293.15,101.325,,1.45967,Tariq et al. (2009),Liquid,ACRlHi,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)F,2,5968,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,No changes
qJScn,298.15,101.325,,1.45766,Tariq et al. (2009),Liquid,ACRlHi,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)F,2,5969,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,No changes
qJScn,313.15,101.325,,1.45365,Tariq et al. (2009),Liquid,ACRlHi,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)F,2,5970,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,No changes
qJScn,333.15,101.325,,1.44662,Tariq et al. (2009),Liquid,ACRlHi,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,"trihexyltetradecylphosphonium 1,1,1-trifluoromethanesulfonate",CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)F,2,5971,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,No changes
QmMxf,293.15,101.325,,1.49481,Tariq et al. (2009),Liquid,AAmGQS,CCCC[n+]1ccn(C)c1.CC(=O)[O-],1-butyl-3-methylimidazolium acetate,CCCC[n+]1ccn(C)c1,CC(=O)[O-],2,5972,False,CCCC[n+]1ccn(C)c1.CC(=O)[O-],No changes
QmMxf,298.15,101.325,,1.49381,Tariq et al. (2009),Liquid,AAmGQS,CCCC[n+]1ccn(C)c1.CC(=O)[O-],1-butyl-3-methylimidazolium acetate,CCCC[n+]1ccn(C)c1,CC(=O)[O-],2,5973,False,CCCC[n+]1ccn(C)c1.CC(=O)[O-],No changes
QmMxf,313.15,101.325,,1.48879,Tariq et al. (2009),Liquid,AAmGQS,CCCC[n+]1ccn(C)c1.CC(=O)[O-],1-butyl-3-methylimidazolium acetate,CCCC[n+]1ccn(C)c1,CC(=O)[O-],2,5974,False,CCCC[n+]1ccn(C)c1.CC(=O)[O-],No changes
QmMxf,333.15,101.325,,1.48377,Tariq et al. (2009),Liquid,AAmGQS,CCCC[n+]1ccn(C)c1.CC(=O)[O-],1-butyl-3-methylimidazolium acetate,CCCC[n+]1ccn(C)c1,CC(=O)[O-],2,5975,False,CCCC[n+]1ccn(C)c1.CC(=O)[O-],No changes
UxbEe,293.15,101.325,,1.42251,Tariq et al. (2009),Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,2,5976,False,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,No changes
UxbEe,298.15,101.325,,1.4215,Tariq et al. (2009),Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,2,5977,False,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,No changes
UxbEe,313.15,101.325,,1.41748,Tariq et al. (2009),Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,2,5978,False,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,No changes
UxbEe,333.15,101.325,,1.41246,Tariq et al. (2009),Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,2,5979,False,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,No changes
twRUJ,293.15,101.325,,1.43758,Tariq et al. (2009),Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5980,False,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
twRUJ,298.15,101.325,,1.43657,Tariq et al. (2009),Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5981,False,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
twRUJ,313.15,101.325,,1.43155,Tariq et al. (2009),Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5982,False,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
twRUJ,333.15,101.325,,1.42552,Tariq et al. (2009),Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2,5983,False,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,No changes
oMfKD,293.15,101.325,,1.47876,Tariq et al. (2009),Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],2,5984,False,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],No changes
oMfKD,298.15,101.325,,1.47775,Tariq et al. (2009),Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],2,5985,False,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],No changes
oMfKD,313.15,101.325,,1.47473,Tariq et al. (2009),Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],2,5986,False,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],No changes
oMfKD,333.15,101.325,,1.46971,Tariq et al. (2009),Liquid,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],2,5987,False,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],No changes
tEdPu,293.15,101.325,,1.42452,Tariq et al. (2009),Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5988,False,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
tEdPu,298.15,101.325,,1.42351,Tariq et al. (2009),Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5989,False,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
tEdPu,313.15,101.325,,1.41949,Tariq et al. (2009),Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5990,False,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
tEdPu,333.15,101.325,,1.41347,Tariq et al. (2009),Liquid,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5991,False,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
qDMvw,293.15,101.325,,1.41849,Tariq et al. (2009),Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5992,False,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
qDMvw,298.15,101.325,,1.41648,Tariq et al. (2009),Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5993,False,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
qDMvw,313.15,101.325,,1.41346,Tariq et al. (2009),Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5994,False,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
qDMvw,333.15,101.325,,1.40844,Tariq et al. (2009),Liquid,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5995,False,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
ZDEjv,293.15,101.325,,1.41045,Tariq et al. (2009),Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5996,False,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
ZDEjv,298.15,101.325,,1.40844,Tariq et al. (2009),Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5997,False,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
ZDEjv,313.15,101.325,,1.40543,Tariq et al. (2009),Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5998,False,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
ZDEjv,333.15,101.325,,1.4004,Tariq et al. (2009),Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,2,5999,False,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,No changes
rPAby,293.15,101.325,,1.48377,Tariq et al. (2009),Liquid,ACAVEl,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(=O)[O-],2,6000,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],No changes
rPAby,298.15,101.325,,1.48176,Tariq et al. (2009),Liquid,ACAVEl,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(=O)[O-],2,6001,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],No changes
rPAby,313.15,101.325,,1.47674,Tariq et al. (2009),Liquid,ACAVEl,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(=O)[O-],2,6002,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],No changes
rPAby,333.15,101.325,,1.47072,Tariq et al. (2009),Liquid,ACAVEl,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],trihexyl(tetradecyl)phosphonium acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(=O)[O-],2,6003,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CC(=O)[O-],No changes
FIhXU,293.15,101.325,,1.45164,Tariq et al. (2009),Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6004,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
FIhXU,298.15,101.325,,1.44963,Tariq et al. (2009),Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6005,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
FIhXU,313.15,101.325,,1.44561,Tariq et al. (2009),Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6006,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
FIhXU,333.15,101.325,,1.43858,Tariq et al. (2009),Liquid,ACqwtJ,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6007,False,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
vqLsj,293.15,101.325,,1.43457,Tariq et al. (2009),Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6008,False,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
vqLsj,298.15,101.325,,1.43256,Tariq et al. (2009),Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6009,False,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
vqLsj,313.15,101.325,,1.42854,Tariq et al. (2009),Liquid,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2,6010,False,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,No changes
